"timestamp","floor","parking","parkingarea","datetm"
"2025-07-15 14:20:00",T2 단기주차장지상4층,"624","976","20250715141952.3"
"2025-07-15 14:20:00",T2 단기주차장지상2층,"640","947","20250715141952.3"
"2025-07-15 14:20:00",T2 장기 주차장,"4130","9296","20250715141952.3"
"2025-07-15 14:20:00",T2 단기주차장지상1층,"558","988","20250715141952.3"
"2025-07-15 14:20:00",T1 장기 P1 주차장,"2912","2769","20250715141952.305"
"2025-07-15 14:20:00",T1 단기주차장지하2층,"1143","1334","20250715141952.305"
"2025-07-15 14:20:00",T1 단기주차장지하1층,"707","1005","20250715141952.305"
"2025-07-15 14:20:00",T1 장기 P4 주차장,"1158","1727","20250715141952.312"
"2025-07-15 14:20:00",T1 장기 P2 주차타워,"1379","1379","20250715141952.31"
"2025-07-15 14:25:00",T1 장기 P4 주차장,"1158","1727","20250715142252.51"
"2025-07-15 14:25:00",T2 단기주차장지상3층,"502","896","20250715142252.5"
"2025-07-15 14:25:00",T1 장기 P2 주차장,"2550","2581","20250715142252.504"
"2025-07-15 14:25:00",T1 단기주차장지하1층,"707","1005","20250715142252.504"
"2025-07-15 14:25:00",T1 장기 P2 주차타워,"1378","1379","20250715142252.508"
"2025-07-15 14:25:00",T1 P5 예약주차장,"1122","1256","20250715142252.508"
"2025-07-15 14:25:00",T1 단기주차장지하2층,"1134","1334","20250715142252.504"
"2025-07-15 14:25:00",T1 장기 P3 주차장,"1076","1605","20250715142252.508"
"2025-07-15 14:25:00",T2 단기주차장지상2층,"643","947","20250715142252.5"
"2025-07-15 14:25:00",T2 단기주차장지상4층,"631","976","20250715142252.5"
"2025-07-15 14:25:00",T1 장기 P1 주차타워,"1377","1379","20250715142252.508"
"2025-07-15 14:25:00",T2 장기 주차장,"4129","9296","20250715142252.504"
"2025-07-15 14:25:00",T2 단기주차장지상1층,"565","988","20250715142252.5"
"2025-07-15 14:25:00",T1 장기 P1 주차장,"2912","2769","20250715142252.504"
"2025-07-15 14:25:00",T1 단기주차장지상층,"902","1052","20250715142252.504"
"2025-07-15 14:25:00",T2 단기주차장지하M층,"469","751","20250715142252.5"
"2025-07-15 14:25:00",T2 예약 주차장,"863","924","20250715142252.51"
"2025-07-15 14:30:00",T2 단기주차장지하M층,"467","751","20250715142852.7"
"2025-07-15 14:30:00",T1 장기 P4 주차장,"1157","1727","20250715142852.71"
"2025-07-15 14:30:00",T2 단기주차장지상3층,"503","896","20250715142852.7"
"2025-07-15 14:30:00",T2 단기주차장지상1층,"564","988","20250715142852.7"
"2025-07-15 14:30:00",T1 단기주차장지하2층,"1126","1334","20250715142852.703"
"2025-07-15 14:30:00",T1 장기 P1 주차타워,"1374","1379","20250715142852.707"
"2025-07-15 14:30:00",T1 P5 예약주차장,"1121","1256","20250715142852.71"
"2025-07-15 14:30:00",T1 장기 P1 주차장,"2900","2769","20250715142852.703"
"2025-07-15 14:30:00",T1 장기 P2 주차타워,"1378","1379","20250715142852.707"
"2025-07-15 14:30:00",T2 단기주차장지상4층,"636","976","20250715142852.7"
"2025-07-15 14:30:00",T1 장기 P3 주차장,"1077","1605","20250715142852.707"
"2025-07-15 14:30:00",T1 단기주차장지상층,"919","1052","20250715142852.703"
"2025-07-15 14:30:00",T1 장기 P2 주차장,"2548","2581","20250715142852.703"
"2025-07-15 14:30:00",T2 예약 주차장,"865","924","20250715142852.71"
"2025-07-15 14:30:00",T2 장기 주차장,"4120","9296","20250715142852.703"
"2025-07-15 14:30:00",T1 단기주차장지하1층,"709","1005","20250715142852.703"
"2025-07-15 14:30:00",T2 단기주차장지상2층,"650","947","20250715142852.7"
"2025-07-15 14:35:00",T2 단기주차장지상4층,"643","976","20250715143453.5"
"2025-07-15 14:35:00",T2 단기주차장지상1층,"569","988","20250715143453.5"
"2025-07-15 14:35:00",T1 장기 P1 주차타워,"1372","1379","20250715143453.508"
"2025-07-15 14:35:00",T1 단기주차장지하1층,"743","1005","20250715143453.504"
"2025-07-15 14:35:00",T2 예약 주차장,"866","924","20250715143453.51"
"2025-07-15 14:35:00",T1 장기 P2 주차타워,"1376","1379","20250715143453.508"
"2025-07-15 14:35:00",T1 장기 P1 주차장,"2896","2769","20250715143453.504"
"2025-07-15 14:35:00",T2 단기주차장지상2층,"650","947","20250715143453.5"
"2025-07-15 14:35:00",T1 장기 P3 주차장,"1078","1605","20250715143453.508"
"2025-07-15 15:00:00",T1 장기 P2 주차장,"2534","2581","20250715145856.703"
"2025-07-15 14:35:00",T2 단기주차장지하M층,"466","751","20250715143453.5"
"2025-07-15 14:35:00",T1 단기주차장지상층,"927","1052","20250715143453.504"
"2025-07-15 14:35:00",T1 장기 P2 주차장,"2548","2581","20250715143453.504"
"2025-07-15 14:35:00",T2 장기 주차장,"4108","9296","20250715143453.504"
"2025-07-15 14:35:00",T2 단기주차장지상3층,"495","896","20250715143453.5"
"2025-07-15 14:35:00",T1 장기 P4 주차장,"1153","1727","20250715143453.51"
"2025-07-15 14:35:00",T1 단기주차장지하2층,"1115","1334","20250715143453.504"
"2025-07-15 14:35:00",T1 P5 예약주차장,"1124","1256","20250715143453.508"
"2025-07-15 14:40:00",T1 장기 P2 주차타워,"1374","1379","20250715143753.605"
"2025-07-15 14:40:00",T2 단기주차장지상1층,"561","988","20250715143753.6"
"2025-07-15 14:40:00",T2 단기주차장지상2층,"649","947","20250715143753.6"
"2025-07-15 14:40:00",T1 장기 P3 주차장,"1075","1605","20250715143753.61"
"2025-07-15 14:40:00",T1 장기 P1 주차타워,"1371","1379","20250715143753.605"
"2025-07-15 14:40:00",T1 장기 P1 주차장,"2891","2769","20250715143753.605"
"2025-07-15 14:40:00",T1 장기 P2 주차장,"2545","2581","20250715143753.605"
"2025-07-15 14:40:00",T1 단기주차장지하1층,"746","1005","20250715143753.6"
"2025-07-15 14:40:00",T2 예약 주차장,"867","924","20250715143753.61"
"2025-07-15 14:40:00",T1 장기 P4 주차장,"1153","1727","20250715143753.61"
"2025-07-15 14:40:00",T2 단기주차장지하M층,"466","751","20250715143753.6"
"2025-07-15 14:40:00",T2 단기주차장지상3층,"492","896","20250715143753.6"
"2025-07-15 14:40:00",T2 장기 주차장,"4102","9296","20250715143753.6"
"2025-07-15 14:40:00",T2 단기주차장지상4층,"651","976","20250715143753.6"
"2025-07-15 14:40:00",T1 P5 예약주차장,"1124","1256","20250715143753.61"
"2025-07-15 14:40:00",T1 단기주차장지하2층,"1117","1334","20250715143753.6"
"2025-07-15 14:40:00",T1 단기주차장지상층,"929","1052","20250715143753.6"
"2025-07-15 14:45:00",T1 장기 P4 주차장,"1154","1727","20250715144354.41"
"2025-07-15 14:45:00",T2 예약 주차장,"866","924","20250715144354.41"
"2025-07-15 14:45:00",T2 단기주차장지상3층,"495","896","20250715144354.402"
"2025-07-15 14:45:00",T2 단기주차장지하M층,"467","751","20250715144354.402"
"2025-07-15 14:45:00",T2 단기주차장지상2층,"649","947","20250715144354.402"
"2025-07-15 14:45:00",T1 단기주차장지하2층,"1124","1334","20250715144354.402"
"2025-07-15 14:45:00",T1 장기 P2 주차타워,"1375","1379","20250715144354.406"
"2025-07-15 14:45:00",T1 단기주차장지상층,"920","1052","20250715144354.402"
"2025-07-15 14:45:00",T2 장기 주차장,"4097","9296","20250715144354.402"
"2025-07-15 14:45:00",T1 P5 예약주차장,"1123","1256","20250715144354.41"
"2025-07-15 14:45:00",T2 단기주차장지상1층,"565","988","20250715144354.402"
"2025-07-15 14:45:00",T1 장기 P3 주차장,"1079","1605","20250715144354.406"
"2025-07-15 14:45:00",T2 단기주차장지상4층,"658","976","20250715144354.402"
"2025-07-15 14:45:00",T1 장기 P1 주차타워,"1370","1379","20250715144354.406"
"2025-07-15 14:45:00",T1 단기주차장지하1층,"738","1005","20250715144354.402"
"2025-07-15 14:45:00",T1 장기 P2 주차장,"2533","2581","20250715144354.406"
"2025-07-15 14:45:00",T1 장기 P1 주차장,"2886","2769","20250715144354.402"
"2025-07-15 14:50:00",T2 단기주차장지상1층,"560","988","20250715144654.902"
"2025-07-15 14:50:00",T2 단기주차장지하M층,"469","751","20250715144654.902"
"2025-07-15 14:50:00",T1 장기 P3 주차장,"1079","1605","20250715144654.906"
"2025-07-15 14:50:00",T2 예약 주차장,"867","924","20250715144654.91"
"2025-07-15 14:50:00",T2 단기주차장지상4층,"662","976","20250715144654.902"
"2025-07-15 14:50:00",T1 단기주차장지하2층,"1126","1334","20250715144654.902"
"2025-07-15 14:50:00",T1 장기 P2 주차장,"2535","2581","20250715144654.906"
"2025-07-15 14:50:00",T1 단기주차장지상층,"930","1052","20250715144654.902"
"2025-07-15 14:50:00",T2 단기주차장지상3층,"495","896","20250715144654.902"
"2025-07-15 14:50:00",T1 장기 P1 주차타워,"1370","1379","20250715144654.906"
"2025-07-15 14:50:00",T1 단기주차장지하1층,"740","1005","20250715144654.902"
"2025-07-15 14:50:00",T1 장기 P4 주차장,"1155","1727","20250715144654.91"
"2025-07-15 14:50:00",T1 장기 P2 주차타워,"1374","1379","20250715144654.906"
"2025-07-15 14:50:00",T1 장기 P1 주차장,"2877","2769","20250715144654.902"
"2025-07-15 14:50:00",T2 장기 주차장,"4097","9296","20250715144654.902"
"2025-07-15 14:50:00",T2 단기주차장지상2층,"648","947","20250715144654.902"
"2025-07-15 14:50:00",T1 P5 예약주차장,"1123","1256","20250715144654.91"
"2025-07-15 14:55:00",T2 예약 주차장,"868","924","20250715145256.31"
"2025-07-15 14:55:00",T1 P5 예약주차장,"1122","1256","20250715145256.31"
"2025-07-15 14:55:00",T2 장기 주차장,"4093","9296","20250715145256.3"
"2025-07-15 14:55:00",T1 장기 P2 주차장,"2537","2581","20250715145256.305"
"2025-07-15 14:55:00",T1 장기 P1 주차장,"2861","2769","20250715145256.305"
"2025-07-15 14:55:00",T1 단기주차장지상층,"946","1052","20250715145256.305"
"2025-07-15 14:55:00",T2 단기주차장지상4층,"668","976","20250715145256.3"
"2025-07-15 14:55:00",T1 단기주차장지하2층,"1112","1334","20250715145256.305"
"2025-07-15 14:55:00",T2 단기주차장지상2층,"647","947","20250715145256.3"
"2025-07-15 14:55:00",T1 장기 P2 주차타워,"1376","1379","20250715145256.31"
"2025-07-15 14:55:00",T2 단기주차장지상3층,"497","896","20250715145256.3"
"2025-07-15 14:55:00",T2 단기주차장지하M층,"471","751","20250715145256.3"
"2025-07-15 14:55:00",T1 단기주차장지하1층,"745","1005","20250715145256.305"
"2025-07-15 14:55:00",T2 단기주차장지상1층,"560","988","20250715145256.3"
"2025-07-15 14:55:00",T1 장기 P1 주차타워,"1372","1379","20250715145256.305"
"2025-07-15 14:55:00",T1 장기 P3 주차장,"1077","1605","20250715145256.31"
"2025-07-15 14:55:00",T1 장기 P4 주차장,"1154","1727","20250715145256.312"
"2025-07-15 15:00:00",T1 장기 P2 주차타워,"1379","1379","20250715145856.707"
"2025-07-15 15:00:00",T2 단기주차장지상1층,"572","988","20250715145856.7"
"2025-07-15 15:00:00",T1 단기주차장지하1층,"773","1005","20250715145856.703"
"2025-07-15 15:00:00",T1 장기 P3 주차장,"1077","1605","20250715145856.707"
"2025-07-15 15:00:00",T1 단기주차장지하2층,"1102","1334","20250715145856.703"
"2025-07-15 15:00:00",T2 장기 주차장,"4096","9296","20250715145856.703"
"2025-07-15 15:00:00",T2 단기주차장지상3층,"497","896","20250715145856.7"
"2025-07-15 15:00:00",T2 예약 주차장,"873","924","20250715145856.71"
"2025-07-15 15:00:00",T1 장기 P1 주차장,"2848","2769","20250715145856.703"
"2025-07-15 15:00:00",T1 장기 P1 주차타워,"1369","1379","20250715145856.707"
"2025-07-15 15:00:00",T1 장기 P4 주차장,"1154","1727","20250715145856.71"
"2025-07-15 15:00:00",T1 단기주차장지상층,"961","1052","20250715145856.703"
"2025-07-15 15:00:00",T2 단기주차장지하M층,"472","751","20250715145856.7"
"2025-07-15 15:00:00",T2 단기주차장지상2층,"649","947","20250715145856.7"
"2025-07-15 15:00:00",T1 P5 예약주차장,"1124","1256","20250715145856.71"
"2025-07-15 15:00:00",T2 단기주차장지상4층,"678","976","20250715145856.7"
"2025-07-15 15:05:00",T1 장기 P4 주차장,"1153","1727","20250715150157.01"
"2025-07-15 15:05:00",T2 단기주차장지상1층,"568","988","20250715150157"
"2025-07-15 15:05:00",T1 단기주차장지하1층,"777","1005","20250715150157.004"
"2025-07-15 15:05:00",T2 단기주차장지상3층,"494","896","20250715150157"
"2025-07-15 15:05:00",T2 단기주차장지상2층,"656","947","20250715150157"
"2025-07-15 15:05:00",T1 장기 P2 주차장,"2528","2581","20250715150157.004"
"2025-07-15 15:05:00",T1 장기 P3 주차장,"1076","1605","20250715150157.008"
"2025-07-15 15:05:00",T1 단기주차장지상층,"966","1052","20250715150157.004"
"2025-07-15 15:05:00",T1 장기 P1 주차타워,"1369","1379","20250715150157.008"
"2025-07-15 15:05:00",T1 단기주차장지하2층,"1101","1334","20250715150157.004"
"2025-07-15 15:05:00",T2 단기주차장지하M층,"470","751","20250715150157"
"2025-07-15 15:05:00",T2 장기 주차장,"4096","9296","20250715150157.004"
"2025-07-15 15:05:00",T2 예약 주차장,"872","924","20250715150157.01"
"2025-07-15 15:05:00",T1 장기 P1 주차장,"2842","2769","20250715150157.004"
"2025-07-15 15:05:00",T1 장기 P2 주차타워,"1379","1379","20250715150157.008"
"2025-07-15 15:05:00",T1 P5 예약주차장,"1125","1256","20250715150157.008"
"2025-07-15 15:05:00",T2 단기주차장지상4층,"684","976","20250715150157"
"2025-07-15 15:10:00",T2 단기주차장지상1층,"572","988","20250715150757.402"
"2025-07-15 15:10:00",T2 단기주차장지상2층,"662","947","20250715150757.402"
"2025-07-15 15:10:00",T2 단기주차장지하M층,"473","751","20250715150757.402"
"2025-07-15 15:10:00",T2 예약 주차장,"873","924","20250715150757.41"
"2025-07-15 15:10:00",T2 단기주차장지상4층,"691","976","20250715150757.402"
"2025-07-15 15:10:00",T1 장기 P1 주차타워,"1367","1379","20250715150757.406"
"2025-07-15 15:10:00",T1 P5 예약주차장,"1126","1256","20250715150757.41"
"2025-07-15 15:10:00",T1 단기주차장지하1층,"772","1005","20250715150757.402"
"2025-07-15 15:10:00",T1 장기 P2 주차장,"2534","2581","20250715150757.406"
"2025-07-15 15:10:00",T2 단기주차장지상3층,"497","896","20250715150757.402"
"2025-07-15 15:10:00",T1 장기 P2 주차타워,"1379","1379","20250715150757.406"
"2025-07-15 15:10:00",T1 단기주차장지하2층,"1095","1334","20250715150757.402"
"2025-07-15 15:10:00",T1 장기 P3 주차장,"1075","1605","20250715150757.406"
"2025-07-15 15:10:00",T1 단기주차장지상층,"952","1052","20250715150757.402"
"2025-07-15 15:10:00",T2 장기 주차장,"4101","9296","20250715150757.402"
"2025-07-15 15:10:00",T1 장기 P4 주차장,"1153","1727","20250715150757.41"
"2025-07-15 15:10:00",T1 장기 P1 주차장,"2834","2769","20250715150757.402"
"2025-07-15 15:15:00",T1 장기 P3 주차장,"1073","1605","20250715151358.81"
"2025-07-15 15:15:00",T1 단기주차장지하1층,"756","1005","20250715151358.805"
"2025-07-15 15:15:00",T1 장기 P1 주차장,"2830","2769","20250715151358.805"
"2025-07-15 15:15:00",T2 예약 주차장,"873","924","20250715151358.81"
"2025-07-15 15:15:00",T1 단기주차장지상층,"959","1052","20250715151358.805"
"2025-07-15 15:15:00",T2 단기주차장지하M층,"472","751","20250715151358.8"
"2025-07-15 15:15:00",T1 단기주차장지하2층,"1095","1334","20250715151358.805"
"2025-07-15 15:15:00",T2 단기주차장지상2층,"667","947","20250715151358.8"
"2025-07-15 15:15:00",T1 장기 P1 주차타워,"1369","1379","20250715151358.805"
"2025-07-15 15:15:00",T1 P5 예약주차장,"1128","1256","20250715151358.81"
"2025-07-15 15:15:00",T2 단기주차장지상4층,"700","976","20250715151358.8"
"2025-07-15 15:15:00",T2 장기 주차장,"4107","9296","20250715151358.8"
"2025-07-15 15:15:00",T1 장기 P2 주차장,"2530","2581","20250715151358.805"
"2025-07-15 15:15:00",T1 장기 P2 주차타워,"1376","1379","20250715151358.81"
"2025-07-15 15:15:00",T1 장기 P4 주차장,"1152","1727","20250715151358.812"
"2025-07-15 15:15:00",T2 단기주차장지상1층,"565","988","20250715151358.8"
"2025-07-15 15:15:00",T2 단기주차장지상3층,"504","896","20250715151358.8"
"2025-07-15 15:20:00",T1 단기주차장지하2층,"1094","1334","20250715151659.805"
"2025-07-15 15:20:00",T1 단기주차장지상층,"957","1052","20250715151659.805"
"2025-07-15 15:20:00",T1 장기 P4 주차장,"1152","1727","20250715151659.812"
"2025-07-15 15:20:00",T2 장기 주차장,"4103","9296","20250715151659.8"
"2025-07-15 15:20:00",T1 단기주차장지하1층,"760","1005","20250715151659.805"
"2025-07-15 15:20:00",T1 장기 P2 주차타워,"1376","1379","20250715151659.81"
"2025-07-15 15:20:00",T2 단기주차장지하M층,"469","751","20250715151659.8"
"2025-07-15 15:20:00",T2 단기주차장지상2층,"673","947","20250715151659.8"
"2025-07-15 15:20:00",T2 단기주차장지상4층,"706","976","20250715151659.8"
"2025-07-15 15:20:00",T2 예약 주차장,"874","924","20250715151659.81"
"2025-07-15 15:20:00",T2 단기주차장지상3층,"501","896","20250715151659.8"
"2025-07-15 15:20:00",T1 장기 P2 주차장,"2527","2581","20250715151659.805"
"2025-07-15 15:20:00",T1 P5 예약주차장,"1126","1256","20250715151659.81"
"2025-07-15 15:20:00",T1 장기 P1 주차장,"2826","2769","20250715151659.805"
"2025-07-15 15:20:00",T1 장기 P1 주차타워,"1369","1379","20250715151659.805"
"2025-07-15 15:20:00",T2 단기주차장지상1층,"566","988","20250715151659.8"
"2025-07-15 15:20:00",T1 장기 P3 주차장,"1075","1605","20250715151659.81"
"2025-07-15 15:25:00",T1 장기 P3 주차장,"1076","1605","20250715152300.81"
"2025-07-15 15:25:00",T1 단기주차장지하2층,"1091","1334","20250715152300.805"
"2025-07-15 15:25:00",T2 단기주차장지상4층,"705","976","20250715152300.8"
"2025-07-15 15:25:00",T1 장기 P1 주차타워,"1374","1379","20250715152300.805"
"2025-07-15 15:25:00",T1 장기 P4 주차장,"1153","1727","20250715152300.812"
"2025-07-15 15:25:00",T2 단기주차장지하M층,"478","751","20250715152300.8"
"2025-07-15 15:25:00",T1 장기 P2 주차장,"2515","2581","20250715152300.805"
"2025-07-15 15:25:00",T1 장기 P2 주차타워,"1375","1379","20250715152300.81"
"2025-07-15 15:25:00",T2 장기 주차장,"4100","9296","20250715152300.8"
"2025-07-15 15:25:00",T1 P5 예약주차장,"1126","1256","20250715152300.81"
"2025-07-15 15:25:00",T2 단기주차장지상1층,"572","988","20250715152300.8"
"2025-07-15 15:25:00",T1 단기주차장지하1층,"776","1005","20250715152300.805"
"2025-07-15 15:25:00",T1 장기 P1 주차장,"2822","2769","20250715152300.805"
"2025-07-15 15:25:00",T2 예약 주차장,"874","924","20250715152300.81"
"2025-07-15 15:25:00",T2 단기주차장지상2층,"673","947","20250715152300.8"
"2025-07-15 15:25:00",T2 단기주차장지상3층,"496","896","20250715152300.8"
"2025-07-15 15:25:00",T1 단기주차장지상층,"953","1052","20250715152300.805"
"2025-07-15 15:30:00",T2 단기주차장지하M층,"481","751","20250715152901.8"
"2025-07-15 15:30:00",T2 단기주차장지상4층,"712","976","20250715152901.8"
"2025-07-15 15:30:00",T2 장기 주차장,"4091","9296","20250715152901.8"
"2025-07-15 15:30:00",T1 단기주차장지하1층,"798","1005","20250715152901.805"
"2025-07-15 15:30:00",T1 장기 P1 주차타워,"1375","1379","20250715152901.805"
"2025-07-15 15:30:00",T1 단기주차장지상층,"944","1052","20250715152901.805"
"2025-07-15 15:30:00",T1 장기 P2 주차장,"2517","2581","20250715152901.805"
"2025-07-15 15:30:00",T1 장기 P1 주차장,"2807","2769","20250715152901.805"
"2025-07-15 15:30:00",T2 단기주차장지상1층,"596","988","20250715152901.8"
"2025-07-15 15:30:00",T1 장기 P2 주차타워,"1376","1379","20250715152901.81"
"2025-07-15 15:30:00",T2 단기주차장지상3층,"497","896","20250715152901.8"
"2025-07-15 15:30:00",T2 예약 주차장,"875","924","20250715152901.81"
"2025-07-15 15:30:00",T1 장기 P4 주차장,"1148","1727","20250715152901.812"
"2025-07-15 15:30:00",T1 장기 P3 주차장,"1070","1605","20250715152901.81"
"2025-07-15 15:30:00",T1 단기주차장지하2층,"1085","1334","20250715152901.805"
"2025-07-15 15:30:00",T1 P5 예약주차장,"1128","1256","20250715152901.81"
"2025-07-15 15:30:00",T2 단기주차장지상2층,"674","947","20250715152901.8"
"2025-07-15 15:35:00",T2 단기주차장지상3층,"495","896","20250715153202.2"
"2025-07-15 15:35:00",T1 장기 P1 주차장,"2800","2769","20250715153202.203"
"2025-07-15 15:35:00",T2 예약 주차장,"875","924","20250715153202.21"
"2025-07-15 15:35:00",T2 단기주차장지하M층,"488","751","20250715153202.2"
"2025-07-15 15:35:00",T1 단기주차장지상층,"949","1052","20250715153202.203"
"2025-07-15 15:35:00",T1 장기 P4 주차장,"1148","1727","20250715153202.21"
"2025-07-15 15:35:00",T2 단기주차장지상4층,"725","976","20250715153202.2"
"2025-07-15 15:35:00",T2 단기주차장지상1층,"579","988","20250715153202.2"
"2025-07-15 15:35:00",T2 장기 주차장,"4092","9296","20250715153202.203"
"2025-07-15 15:35:00",T1 장기 P3 주차장,"1070","1605","20250715153202.207"
"2025-07-15 15:35:00",T1 단기주차장지하1층,"802","1005","20250715153202.203"
"2025-07-15 15:35:00",T1 단기주차장지하2층,"1086","1334","20250715153202.203"
"2025-07-15 15:35:00",T2 단기주차장지상2층,"684","947","20250715153202.2"
"2025-07-15 15:35:00",T1 장기 P1 주차타워,"1375","1379","20250715153202.207"
"2025-07-15 15:35:00",T1 장기 P2 주차타워,"1378","1379","20250715153202.207"
"2025-07-15 15:35:00",T1 P5 예약주차장,"1127","1256","20250715153202.21"
"2025-07-15 15:35:00",T1 장기 P2 주차장,"2513","2581","20250715153202.203"
"2025-07-15 15:40:00",T1 단기주차장지하2층,"1094","1334","20250715153802.902"
"2025-07-15 15:40:00",T2 장기 주차장,"4082","9296","20250715153802.902"
"2025-07-15 15:40:00",T2 단기주차장지상4층,"734","976","20250715153802.902"
"2025-07-15 15:40:00",T2 단기주차장지상2층,"682","947","20250715153802.902"
"2025-07-15 15:40:00",T1 장기 P3 주차장,"1072","1605","20250715153802.906"
"2025-07-15 15:40:00",T1 장기 P2 주차장,"2514","2581","20250715153802.906"
"2025-07-15 15:40:00",T2 단기주차장지상1층,"589","988","20250715153802.902"
"2025-07-15 15:40:00",T1 P5 예약주차장,"1127","1256","20250715153802.91"
"2025-07-15 15:40:00",T2 단기주차장지상3층,"491","896","20250715153802.902"
"2025-07-15 15:40:00",T1 단기주차장지상층,"968","1052","20250715153802.902"
"2025-07-15 15:40:00",T1 장기 P1 주차타워,"1375","1379","20250715153802.906"
"2025-07-15 15:40:00",T1 단기주차장지하1층,"805","1005","20250715153802.902"
"2025-07-15 15:40:00",T1 장기 P2 주차타워,"1377","1379","20250715153802.906"
"2025-07-15 15:40:00",T1 장기 P1 주차장,"2795","2769","20250715153802.902"
"2025-07-15 15:40:00",T1 장기 P4 주차장,"1146","1727","20250715153802.91"
"2025-07-15 15:40:00",T2 단기주차장지하M층,"489","751","20250715153802.902"
"2025-07-15 15:40:00",T2 예약 주차장,"874","924","20250715153802.91"
"2025-07-15 15:45:00",T1 단기주차장지상층,"968","1052","20250715154404.004"
"2025-07-15 15:45:00",T2 단기주차장지상4층,"732","976","20250715154404"
"2025-07-15 15:45:00",T1 장기 P2 주차장,"2523","2581","20250715154404.004"
"2025-07-15 15:45:00",T2 단기주차장지상2층,"678","947","20250715154404"
"2025-07-15 15:45:00",T1 단기주차장지하1층,"811","1005","20250715154404.004"
"2025-07-15 15:45:00",T2 단기주차장지상1층,"584","988","20250715154404"
"2025-07-15 15:45:00",T1 장기 P2 주차타워,"1375","1379","20250715154404.008"
"2025-07-15 15:45:00",T1 단기주차장지하2층,"1096","1334","20250715154404.004"
"2025-07-15 15:45:00",T2 단기주차장지하M층,"493","751","20250715154404"
"2025-07-15 15:45:00",T1 장기 P1 주차타워,"1375","1379","20250715154404.008"
"2025-07-15 15:45:00",T1 P5 예약주차장,"1128","1256","20250715154404.008"
"2025-07-15 15:45:00",T2 예약 주차장,"875","924","20250715154404.01"
"2025-07-15 15:45:00",T1 장기 P4 주차장,"1145","1727","20250715154404.01"
"2025-07-15 15:45:00",T1 장기 P3 주차장,"1071","1605","20250715154404.008"
"2025-07-15 15:45:00",T2 단기주차장지상3층,"489","896","20250715154404"
"2025-07-15 15:45:00",T1 장기 P1 주차장,"2791","2769","20250715154404.004"
"2025-07-15 15:45:00",T2 장기 주차장,"4078","9296","20250715154404.004"
"2025-07-15 15:50:00",T1 장기 P1 주차타워,"1376","1379","20250715154704.707"
"2025-07-15 15:50:00",T2 단기주차장지상2층,"673","947","20250715154704.7"
"2025-07-15 15:50:00",T1 단기주차장지하1층,"805","1005","20250715154704.703"
"2025-07-15 15:50:00",T1 장기 P1 주차장,"2784","2769","20250715154704.703"
"2025-07-15 15:50:00",T1 장기 P2 주차장,"2518","2581","20250715154704.703"
"2025-07-15 15:50:00",T1 단기주차장지하2층,"1094","1334","20250715154704.703"
"2025-07-15 15:50:00",T1 P5 예약주차장,"1128","1256","20250715154704.71"
"2025-07-15 15:50:00",T1 단기주차장지상층,"980","1052","20250715154704.703"
"2025-07-15 15:50:00",T1 장기 P4 주차장,"1146","1727","20250715154704.71"
"2025-07-15 15:50:00",T1 장기 P2 주차타워,"1375","1379","20250715154704.707"
